# CoordinateSystem: GEOGCS["WGS 84",DATUM["World Geodetic System 1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.01745329251994328,AUTHORITY["EPSG","9102"]],AUTHORITY["EPSG","4326"]]
#Label,X/Longitude,Y/Latitude,Z/Altitude,Yaw,Pitch,Roll,Error_(m),X_error,Y_error,Z_error,Error_(deg),Yaw_error,Pitch_error,Roll_error,X_est,Y_est,Z_est,Yaw_est,Pitch_est,Roll_est
DJI_0058.JPG,-116.713321,43.168772,1380.138000,270.300000,0.100000,-0.000000,2.014100,-1.602960,-1.069057,0.586714,9.595160,9.589573,-0.305066,-0.118891,-116.713341,43.168763,1380.724713,279.889573,-0.205066,-0.118891
DJI_0059.JPG,-116.713392,43.168771,1380.138000,270.300000,0.000000,-0.000000,1.306245,-0.481556,-1.070475,0.573115,9.882071,9.870626,0.466233,-0.093231,-116.713398,43.168762,1380.711115,280.170626,0.466233,-0.093231
DJI_0060.JPG,-116.713441,43.168772,1380.238000,270.300000,0.000000,-0.000000,1.816467,-1.453420,-1.058700,0.257446,10.092683,10.088488,0.254550,-0.140875,-116.713459,43.168762,1380.495446,280.388488,0.254550,-0.140875
DJI_0061.JPG,-116.713512,43.168772,1380.138000,270.200000,0.100000,-0.000000,1.260546,-0.477118,-1.147359,0.211901,10.374379,10.370048,0.259231,-0.150498,-116.713518,43.168762,1380.349901,280.570048,0.359231,-0.150498
DJI_0062.JPG,-116.713560,43.168773,1380.038000,270.200000,0.000000,-0.000000,1.817484,-1.363011,-1.168796,0.281717,10.492816,10.471755,0.648387,-0.145343,-116.713576,43.168763,1380.319717,280.671755,0.648387,-0.145343
DJI_0063.JPG,-116.713633,43.168774,1380.038000,270.200000,0.000000,-0.000000,1.164640,-0.274253,-1.119553,0.166655,10.440909,10.426619,0.524867,-0.150657,-116.713636,43.168764,1380.204655,280.626619,0.524867,-0.150657
DJI_0064.JPG,-116.713680,43.168772,1380.038000,270.200000,0.100000,-0.000000,1.591051,-1.237960,-0.998616,0.040807,10.564982,10.563485,-0.035281,-0.174345,-116.713696,43.168763,1380.078807,280.763485,0.064719,-0.174345
DJI_0065.JPG,-116.713752,43.168772,1380.038000,270.200000,0.000000,-0.000000,0.995581,-0.228091,-0.967767,-0.050829,10.778366,10.755760,0.679543,-0.158211,-116.713755,43.168763,1379.987170,280.955760,0.679543,-0.158211
DJI_0066.JPG,-116.713799,43.168772,1379.938000,270.200000,0.000000,-0.000000,1.502445,-1.166479,-0.934033,0.155725,10.944232,10.924246,0.625569,-0.213842,-116.713813,43.168764,1380.093725,281.124246,0.625569,-0.213842
DJI_0067.JPG,-116.713918,43.168773,1380.038000,270.200000,0.000000,-0.000000,1.027486,-0.106191,-0.983599,0.277461,11.186070,11.154276,0.819365,-0.197314,-116.713919,43.168764,1380.315461,281.354276,0.819365,-0.197314
DJI_0068.JPG,-116.713918,43.168773,1380.038000,270.200000,0.100000,-0.000000,1.560053,-1.191357,-0.959840,0.305189,11.151304,11.135346,0.563695,-0.194677,-116.713932,43.168764,1380.343189,281.335346,0.663695,-0.194677
DJI_0069.JPG,-116.713987,43.168773,1380.138000,270.200000,0.100000,-0.000000,1.083036,-0.309909,-0.947689,0.422858,11.192745,11.188861,0.222531,-0.193393,-116.713991,43.168764,1380.560858,281.388861,0.322531,-0.193393
DJI_0070.JPG,-116.714024,43.168773,1380.138000,270.200000,0.000000,-0.000000,1.366141,-1.079406,-0.786087,0.288601,11.325985,11.317301,0.418455,-0.146699,-116.714037,43.168766,1380.426601,281.517301,0.418455,-0.146699
DJI_0071.JPG,-116.714070,43.168773,1380.038000,269.500000,0.000000,-0.000000,1.230145,-0.473564,-0.994009,0.548579,11.995126,11.992031,0.241647,-0.125875,-116.714075,43.168764,1380.586579,281.492031,0.241647,-0.125875
DJI_0072.JPG,-116.714069,43.168703,1380.038000,96.700000,0.000000,-0.000000,0.953994,-0.271341,-0.911984,0.069021,7.861074,7.831014,-0.310321,-0.612703,-116.714073,43.168695,1380.107021,104.531014,-0.310321,-0.612703
DJI_0073.JPG,-116.714018,43.168704,1380.038000,90.700000,0.000000,-0.000000,1.257520,0.662960,-1.061218,0.125121,4.037711,4.012109,0.160331,-0.424723,-116.714010,43.168695,1380.163121,94.712109,0.160331,-0.424723
